season,team,player_id,player_name,position,position_group,passing_yards,passing_tds,passing_interceptions,sacks_suffered,rushing_yards,rushing_tds,receptions,receiving_yards,receiving_tds,targets,passing_epa,rushing_epa,receiving_epa,total_epa,production_score,contract_player_name,contract_position,cap_number,cash_paid,base_salary,guaranteed_salary,has_contract_match,has_missing_contract,position_final,meets_sample_threshold,sample_confidence,contract_confidence,overall_confidence,production_rank_position,cost_rank_position,player_surplus_gap,player_surplus_rank,player_value_tier
2024,BAL,00-0036550,Rashod Bateman,WR,WR,0,0,0,0,0,0,45,756,9,72,0.0,0.0,44.981979110995624,44.981979110995624,121.03197911099562,Rashod Bateman,WR,3.834135,4.5,1.055,1.055,True,False,WR,True,normal_sample,contract_matched,high,26.0,43.0,17.0,36.0,Strong bargain
2024,CLE,00-0031503,Jameis Winston,QB,QB,2121,13,12,24,83,1,0,0,0,0,-25.473956939174563,16.702675447857473,0.0,-8.77128149131709,15.588718508682911,Jameis Winston,QB,1.768,4.2,1.21,1.21,True,False,QB,True,normal_sample,contract_matched,high,34.0,36.0,2.0,18.5,Fair value
2024,CLE,00-0033537,Deshaun Watson,QB,QB,1148,5,3,33,148,1,0,0,0,0,-61.54127600711165,-1.8450406061772135,0.0,-63.38631661328886,-45.75631661328887,Deshaun Watson,QB,27.942678,46.0,1.21,1.21,True,False,QB,True,normal_sample,contract_matched,high,39.0,8.0,-31.0,41.0,Major overpay
2024,CLE,00-0037267,Jerome Ford,RB,RB,0,0,0,0,565,3,37,225,0,43,0.0,5.03220676237048,-4.887466751863961,0.14474001050651886,57.89474001050652,Jerome Ford,RB,1.065537,0.985,0.985,0.0,True,False,RB,True,normal_sample,contract_matched,high,32.0,40.0,8.0,18.5,Positive value
2024,CLE,00-0034791,Nick Chubb,RB,RB,0,0,0,0,332,3,5,31,1,11,0.0,-20.57457828947537,-16.317357186810113,-36.89193547628548,-5.49193547628548,Nick Chubb,RB,6.275,3.572917,1.125,1.125,True,False,RB,True,normal_sample,contract_matched,high,55.0,4.0,-51.0,55.0,Major overpay
2024,CLE,00-0034364,Jordan Akins,TE,TE,0,0,0,0,0,0,40,390,2,58,0.0,0.0,10.99355982258735,10.99355982258735,46.49355982258735,Jordan Akins,TE,2.315,1.985,1.49,0.255,True,False,TE,True,normal_sample,contract_matched,high,29.0,25.0,-4.0,23.0,Negative value
2024,CLE,00-0033885,David Njoku,TE,TE,0,0,0,0,0,0,64,505,5,97,0.0,0.0,-5.2064802698926345,-5.2064802698926345,51.04351973010736,David Njoku,TE,9.645,13.882353,1.21,3.0,True,False,TE,True,normal_sample,contract_matched,high,26.0,6.0,-20.0,34.5,Major overpay
2024,CLE,00-0036407,Jerry Jeudy,WR,WR,0,0,0,0,0,0,90,1229,4,145,0.0,0.0,38.79855886689231,38.79855886689231,134.74855886689232,Jerry Jeudy,WR,4.7,19.0,1.125,1.125,True,False,WR,True,normal_sample,contract_matched,high,16.0,37.5,21.5,27.0,Major bargain
2024,CLE,00-0031544,Amari Cooper,WR,WR,0,0,0,0,0,0,24,250,2,53,0.0,0.0,-5.325597100774861,-5.325597100774861,19.17440289922514,,,,,,,False,True,WR,True,normal_sample,missing_contract,low,97.0,103.5,6.5,52.0,Positive value
2024,CLE,00-0038979,Cedric Tillman,WR,WR,0,0,0,0,-5,0,29,339,3,49,0.0,-2.4089463611129656,-1.266587901835079,-3.6755342629480445,29.274465737051955,Cedric Tillman,WR,1.275105,1.005021,0.952521,,True,False,WR,True,normal_sample,contract_matched,high,92.0,74.0,-18.0,75.5,Major overpay
2024,CLE,00-0036980,Elijah Moore,WR,WR,0,0,0,0,1,0,61,538,1,102,0.0,-0.43551163747906685,-36.91097573652386,-37.346487374002926,7.853512625997073,Elijah Moore,WR,3.116,3.116,3.116,0.0,True,False,WR,True,normal_sample,contract_matched,high,104.0,51.0,-53.0,95.0,Major overpay
2024,DET,00-0033106,Jared Goff,QB,QB,4629,37,12,31,56,0,1,7,1,1,168.55468968876792,-3.12486233766038,1.72411598067265,167.1539433317802,262.0939433317802,Jared Goff,QB,27.211832,80.611832,2.611832,7.611832,True,False,QB,True,normal_sample,contract_matched,high,3.0,9.0,6.0,10.5,Positive value
2024,DET,00-0039139,Jahmyr Gibbs,RB,RB,0,0,0,0,1412,16,52,517,4,63,0.0,35.06442361974041,14.967730785883788,50.0321544056242,219.4821544056242,Jahmyr Gibbs,RB,4.055713,1.561143,0.915,1.561143,True,False,RB,True,normal_sample,contract_matched,high,1.0,14.0,13.0,13.5,Strong bargain
2024,DET,00-0035685,David Montgomery,RB,RB,3,1,0,0,775,12,36,341,0,38,1.5191485377727076,-8.831778593828663,15.918257171709268,8.605627115653313,111.4356271156533,David Montgomery,RB,5.053431,8.911765,2.270833,2.270833,True,False,RB,True,normal_sample,contract_matched,high,11.0,9.0,-2.0,34.0,Fair value
2024,DET,00-0039065,Sam LaPorta,TE,TE,0,0,0,0,0,0,60,726,7,83,0.0,0.0,31.423356847606563,31.423356847606563,103.72335684760657,Sam LaPorta,TE,2.151363,1.180273,1.180273,1.180273,True,False,TE,True,normal_sample,contract_matched,high,8.0,26.0,18.0,5.0,Strong bargain
2024,DET,00-0036963,Amon-Ra St. Brown,WR,WR,7,1,0,0,6,0,115,1263,12,141,1.72411598067265,-0.6376108569093049,96.38150294092755,97.46800806469089,227.7380080646909,Amon-Ra St. Brown,WR,4.862315,17.866,1.366,1.366,True,False,WR,True,normal_sample,contract_matched,high,2.0,36.0,34.0,15.0,Major bargain
2024,DET,00-0033375,Tim Patrick,WR,WR,0,0,0,0,0,0,33,394,3,44,0.0,0.0,19.74853268615203,19.74853268615203,56.698532686152035,Tim Patrick,WR,0.820833,0.9375,1.125,0.0,True,False,WR,True,normal_sample,contract_matched,high,75.0,101.0,26.0,21.5,Major bargain
2024,DET,00-0037240,Jameson Williams,WR,WR,0,0,0,0,61,1,58,1001,7,91,0.0,2.805037443060428,37.617236418510416,40.422273861570844,132.02227386157085,Jameson Williams,WR,4.552036,2.082165,1.892436,0.0,True,False,WR,True,normal_sample,contract_matched,high,18.0,39.0,21.0,28.5,Major bargain
2024,NYG,00-0035710,Daniel Jones,QB,QB,2070,8,7,29,265,2,0,0,0,0,-38.116812343811915,7.979219049462816,0.0,-30.1375932943491,4.562406705650901,,,,,,,False,True,QB,True,normal_sample,missing_contract,low,35.0,41.0,6.0,10.5,Positive value
2024,NYG,00-0035704,Drew Lock,QB,QB,1071,6,5,12,133,2,0,0,0,0,-41.66944681110069,12.075437067076564,0.0,-29.594009744024127,-7.234009744024126,Drew Lock,QB,5.0,5.0,2.95,2.95,True,False,QB,True,normal_sample,contract_matched,high,36.0,28.0,-8.0,35.0,Negative value
2024,NYG,00-0039384,Tyrone Tracy Jr.,RB,RB,0,0,0,0,839,5,38,284,1,53,0.0,-20.713866294837892,-5.869650759108365,-26.583517053946256,57.06648294605375,Tyrone Tracy Jr.,RB,0.866588,1.081352,0.795,,True,False,RB,True,normal_sample,contract_matched,high,35.0,52.0,17.0,8.5,Strong bargain
2024,NYG,00-0035250,Devin Singletary,RB,RB,0,0,0,0,437,4,21,119,0,24,0.0,-11.144816790469909,-11.24154247296974,-22.38635926343965,22.66364073656035,Devin Singletary,RB,3.75,6.25,2.25,2.25,True,False,RB,True,normal_sample,contract_matched,high,50.0,19.0,-31.0,53.0,Major overpay
2024,NYG,00-0039847,Theo Johnson,TE,TE,0,0,0,0,0,0,29,331,1,43,0.0,0.0,4.542643655178836,4.542643655178836,31.342643655178836,Theo Johnson,TE,0.912581,1.536158,0.795,,True,False,TE,True,normal_sample,contract_matched,high,34.0,36.0,2.0,15.0,Fair value
2024,NYG,00-0039337,Malik Nabers,WR,WR,0,0,0,0,2,0,109,1204,7,170,-0.9637323682836723,-0.5598147131386213,45.6944160882511,44.17086900682881,152.72086900682882,Malik Nabers,WR,5.3105,18.857,0.795,0.795,True,False,WR,True,normal_sample,contract_matched,high,8.0,34.0,26.0,21.5,Major bargain
2024,NYG,00-0038117,Wan'Dale Robinson,WR,WR,0,0,0,0,18,0,93,699,3,140,0.0,-2.6811115031596273,-24.23951619052108,-26.920627693680707,41.179372306319294,Wan'Dale Robinson,WR,2.232318,1.449106,1.399106,0.876508,True,False,WR,True,normal_sample,contract_matched,high,85.0,60.0,-25.0,82.5,Major overpay
2024,NYG,00-0035535,Darius Slayton,WR,WR,0,0,0,0,17,0,39,573,2,71,0.0,1.8157835443271324,14.516928752080252,16.332712296407387,61.582712296407394,Darius Slayton,WR,7.95,5.805882,2.5,2.6,True,False,WR,True,normal_sample,contract_matched,high,72.0,23.0,-49.0,93.0,Major overpay
2024,PHI,00-0036389,Jalen Hurts,QB,QB,2903,18,5,38,630,14,0,0,0,0,40.415666969271385,40.74427943167077,0.0,81.15994640094215,200.18994640094215,Jalen Hurts,QB,13.5588,40.0,1.125,1.125,True,False,QB,True,normal_sample,contract_matched,high,7.0,16.0,9.0,8.0,Positive value
2024,PHI,00-0034844,Saquon Barkley,RB,RB,0,0,0,1,2005,13,33,278,2,43,-1.659953220529728,37.258637185807686,12.20253446957541,47.80121843485337,214.95121843485336,Saquon Barkley,RB,3.8,15.0,1.375,1.375,True,False,RB,True,normal_sample,contract_matched,high,2.0,16.5,14.5,12.0,Strong bargain
2024,PHI,00-0034351,Dallas Goedert,TE,TE,0,0,0,0,0,0,42,496,2,52,0.0,0.0,19.366237246305353,19.366237246305353,60.66623724630536,Dallas Goedert,TE,9.131583,14.25,1.125,6.0,True,False,TE,True,normal_sample,contract_matched,high,20.0,7.0,-13.0,29.0,Major overpay
2024,PHI,00-0036912,DeVonta Smith,WR,WR,0,0,0,0,1,0,68,833,8,89,0.0,-0.4743413057876751,56.79894755193605,56.32460624614838,139.02460624614838,DeVonta Smith,WR,8.127381,21.406554,1.055,1.055,True,False,WR,True,normal_sample,contract_matched,high,14.0,22.0,8.0,48.5,Positive value
2024,PHI,00-0035676,A.J. Brown,WR,WR,0,0,0,0,0,0,67,1079,7,97,0.0,0.0,61.81116601604732,61.81116601604732,153.51116601604733,A.J. Brown,WR,11.830894,21.0,1.125,1.125,True,False,WR,True,normal_sample,contract_matched,high,7.0,13.0,6.0,53.0,Positive value
2025,BAL,00-0034796,Lamar Jackson,QB,QB,2549,21,7,36,349,2,0,0,0,0,18.157022170954193,20.60871839112074,0.0,38.76574056207493,106.70574056207494,Lamar Jackson,QB,43.5,42.75,20.25,21.0,True,False,QB,True,normal_sample,contract_matched,high,19.0,4.0,-15.0,33.5,Major overpay
2025,BAL,00-0032764,Derrick Henry,RB,RB,0,0,0,0,1595,16,15,150,0,21,-0.4591185906319879,9.166174270232775,-2.8757528085261583,5.831302871074628,144.83130287107463,Derrick Henry,RB,8.499,14.0,1.255,2.255,True,False,RB,True,normal_sample,contract_matched,high,7.0,7.0,0.0,30.5,Fair value
2025,BAL,00-0038454,Keaton Mitchell,RB,RB,0,0,0,0,341,1,9,63,0,12,0.0,2.6167700245568994,-5.52936580037931,-2.9125957758224104,22.537404224177592,Keaton Mitchell,RB,1.036,1.03,1.03,0.0,True,False,RB,True,normal_sample,contract_matched,high,57.0,51.0,-6.0,40.0,Negative value
2025,BAL,00-0034753,Mark Andrews,TE,TE,0,0,0,0,48,1,48,422,5,70,0.0,6.520739546627738,1.547646746345297,8.068386292973035,61.56838629297304,Mark Andrews,TE,17.83574,19.5,5.404167,4.348611,True,False,TE,True,normal_sample,contract_matched,high,22.0,2.0,-20.0,34.0,Major overpay
2025,BAL,00-0039064,Zay Flowers,WR,WR,0,0,0,0,62,1,86,1211,5,118,0.0,2.4996555442921817,46.3842026584022,48.883858202694384,152.0338582026944,Zay Flowers,WR,3.82812,2.02604,1.58604,2.02604,True,False,WR,True,normal_sample,contract_matched,high,7.0,41.0,34.0,8.0,Major bargain
2025,CLE,00-0040668,Shedeur Sanders,QB,QB,1400,7,10,23,169,1,0,0,0,0,-59.30007444472817,9.783345587217017,0.0,-49.516728857511154,-35.81672885751115,Shedeur Sanders,QB,0.951845,1.28738,0.84,,True,False,QB,True,normal_sample,contract_matched,high,36.0,38.0,2.0,21.5,Fair value
2025,CLE,00-0040162,Dylan Sampson,RB,RB,0,0,0,0,175,0,33,271,2,40,0.0,-16.82264719406053,6.899313659843756,-9.923333534216773,26.626666465783227,Dylan Sampson,RB,1.072641,1.770564,0.84,,True,False,RB,True,normal_sample,contract_matched,high,54.0,50.0,-4.0,36.5,Negative value
2025,CLE,00-0040784,Quinshon Judkins,RB,RB,0,0,0,0,827,7,26,171,0,36,-0.947,-25.102870928501826,-7.291977038432378,-33.3418479669342,44.058152033065795,Quinshon Judkins,RB,2.073112,5.772452,0.84,0.84,True,False,RB,True,normal_sample,contract_matched,high,41.0,29.0,-12.0,49.5,Major overpay
2025,CLE,00-0037267,Jerome Ford,RB,RB,0,0,0,0,73,0,26,103,0,32,0.0,-3.0169608334545046,-5.587545501080998,-8.604506334535502,6.6954936654644985,Jerome Ford,RB,1.830537,1.75,1.75,1.75,True,False,RB,True,normal_sample,contract_matched,high,61.0,34.0,-27.0,57.5,Major overpay
2025,CLE,00-0040663,Harold Fannin Jr.,TE,TE,0,0,0,0,13,1,72,731,6,107,0.0,-1.7708569074748084,1.4001505646189791,-0.37070634285582926,75.82929365714418,Harold Fannin Jr.,TE,1.225979,2.383916,0.84,,True,False,TE,True,normal_sample,contract_matched,high,18.0,34.0,16.0,5.0,Strong bargain
2025,CLE,00-0033885,David Njoku,TE,TE,0,0,0,0,0,0,33,293,4,48,0.0,0.0,-3.614772343487779,-3.614772343487779,31.28522765651222,David Njoku,TE,11.494882,14.955882,1.255,0.0,True,False,TE,True,normal_sample,contract_matched,high,37.0,9.0,-28.0,39.0,Major overpay
2025,CLE,00-0040782,Isaiah Bond,WR,WR,0,0,0,0,29,0,18,338,0,44,0.0,0.8791717182612047,-0.8045055419750637,0.07466617628614092,22.924666176286145,Isaiah Bond,WR,0.857666,0.893,0.84,0.84,True,False,WR,True,normal_sample,contract_matched,high,85.0,87.0,2.0,48.5,Fair value
2025,CLE,00-0036407,Jerry Jeudy,WR,WR,0,0,0,0,5,0,50,602,2,106,0.0,2.7333873165771365,-32.30545349802261,-29.57206618144547,19.27793381855453,Jerry Jeudy,WR,7.975,16.0,1.5,1.5,True,False,WR,True,normal_sample,contract_matched,high,89.0,23.0,-66.0,89.0,Major overpay
2025,DET,00-0033106,Jared Goff,QB,QB,4564,34,8,38,45,0,0,0,0,0,106.46015123964267,-14.424143070451017,0.0,92.03600816919166,182.42600816919168,Jared Goff,QB,32.6,18.0,18.0,18.0,True,False,QB,True,normal_sample,contract_matched,high,6.0,10.0,4.0,16.0,Positive value
2025,DET,00-0039139,Jahmyr Gibbs,RB,RB,0,0,0,0,1223,13,77,616,5,94,0.0,-2.667039391075863,17.75049128225163,15.083451891175766,180.2834518911758,Jahmyr Gibbs,RB,4.866856,2.372286,1.03,2.372286,True,False,RB,True,normal_sample,contract_matched,high,4.0,17.0,13.0,17.5,Strong bargain
2025,DET,00-0035685,David Montgomery,RB,RB,3,1,0,1,716,8,24,192,0,29,-1.7448692192556337,-0.581003202649299,3.129931774982925,0.8040593530779923,77.98405935307798,David Montgomery,RB,8.370833,6.0,5.49,5.49,True,False,RB,True,normal_sample,contract_matched,high,23.0,9.0,-14.0,52.0,Major overpay
2025,DET,00-0039065,Sam LaPorta,TE,TE,0,0,0,0,0,0,40,489,3,49,0.0,0.0,36.4278423127509,36.4278423127509,79.8778423127509,Sam LaPorta,TE,2.581636,1.610546,1.610546,1.610546,True,False,TE,True,normal_sample,contract_matched,high,16.0,28.0,12.0,8.5,Strong bargain
2025,DET,00-0037240,Jameson Williams,WR,WR,0,0,0,0,12,0,65,1117,7,102,0.0,-1.425711963151116,56.1684345240439,54.74272256089279,148.44272256089278,Jameson Williams,WR,7.42181,17.086154,1.636154,2.086154,True,False,WR,True,normal_sample,contract_matched,high,8.0,25.0,17.0,23.5,Strong bargain
2025,DET,00-0036963,Amon-Ra St. Brown,WR,WR,0,0,0,0,9,0,117,1401,11,172,0.0,0.5569902447750792,55.614716241154795,56.171706485929874,188.92170648592986,Amon-Ra St. Brown,WR,13.91,17.41,8.3,8.3,True,False,WR,True,normal_sample,contract_matched,high,4.0,10.0,6.0,40.5,Positive value
2025,NYG,00-0040691,Jaxson Dart,QB,QB,2272,15,5,35,487,9,0,0,0,0,3.4194322537895676,38.1240470729286,0.0,41.54347932671816,126.86347932671816,Jaxson Dart,QB,3.086898,9.827592,0.84,0.84,True,False,QB,True,normal_sample,contract_matched,high,14.0,32.0,18.0,3.0,Strong bargain
2025,NYG,00-0039384,Tyrone Tracy Jr.,RB,RB,0,0,0,0,740,2,36,288,2,48,0.0,-9.786288919902209,0.04056585703304272,-9.745723062869166,62.65427693713083,Tyrone Tracy Jr.,RB,1.031588,0.96,0.96,,True,False,RB,True,normal_sample,contract_matched,high,30.0,54.0,24.0,5.0,Major bargain
2025,NYG,00-0040715,Cam Skattebo,RB,RB,0,0,0,0,410,5,24,207,2,32,0.0,-12.09682665153826,3.3481657442753203,-8.74866090726294,49.101339092737064,Cam Skattebo,RB,0.913816,1.718596,0.84,,True,False,RB,True,normal_sample,contract_matched,high,37.0,57.0,20.0,7.0,Major bargain
2025,NYG,00-0035250,Devin Singletary,RB,RB,0,0,0,0,437,5,18,151,0,19,1.053,-2.765945635852404,2.262966243956207,0.5500206081038028,49.4500206081038,Devin Singletary,RB,6.25,5.0,4.75,3.5,True,False,RB,True,normal_sample,contract_matched,high,35.0,12.0,-23.0,54.0,Major overpay
2025,NYG,00-0039847,Theo Johnson,TE,TE,0,0,0,0,0,0,45,528,5,74,0.0,0.0,8.832371162803263,8.832371162803263,61.48237116280326,Theo Johnson,TE,1.167859,0.96,0.96,,True,False,TE,True,normal_sample,contract_matched,high,23.0,35.0,12.0,8.5,Strong bargain
2025,NYG,00-0038117,Wan'Dale Robinson,WR,WR,0,0,0,0,5,0,92,1014,4,140,0.0,1.9220478277420625,19.46254311013073,21.384590937872794,107.3345909378728,Wan'Dale Robinson,WR,2.604371,1.821159,1.771159,0.0,True,False,WR,True,normal_sample,contract_matched,high,23.0,52.0,29.0,12.0,Major bargain
2025,NYG,00-0035535,Darius Slayton,WR,WR,0,0,0,0,0,0,37,538,1,63,0.0,0.0,18.001405174971303,18.001405174971303,57.1514051749713,Darius Slayton,WR,6.970593,12.91177,3.250005,3.250005,True,False,WR,True,normal_sample,contract_matched,high,59.0,28.0,-31.0,80.0,Major overpay
2025,PHI,00-0036389,Jalen Hurts,QB,QB,3224,25,6,32,421,8,0,0,0,0,34.3144432765787,16.681141701410525,0.0,50.995584977989225,158.28558497798923,Jalen Hurts,QB,21.8698,42.5,1.17,42.0,True,False,QB,True,normal_sample,contract_matched,high,11.0,14.0,3.0,19.0,Positive value
2025,PHI,00-0038555,Tank Bigsby,RB,RB,0,0,0,0,344,2,3,32,0,4,0.0,7.542233336222125,-0.7372515855822712,6.804981750639854,32.35498175063985,Tank Bigsby,RB,1.12414,1.12414,1.190266,,True,False,RB,True,normal_sample,contract_matched,high,52.0,45.0,-7.0,43.0,Negative value
2025,PHI,00-0034844,Saquon Barkley,RB,RB,0,0,0,0,1140,7,37,273,2,50,0.0,-24.096579715675524,-4.971302645470016,-29.06788236114554,77.83211763885447,Saquon Barkley,RB,6.661,16.5,1.17,1.17,True,False,RB,True,normal_sample,contract_matched,high,24.0,10.0,-14.0,52.0,Major overpay
2025,PHI,00-0034351,Dallas Goedert,TE,TE,0,0,0,0,0,0,60,591,11,82,0.0,0.0,36.12277578752909,36.12277578752909,113.67277578752909,Dallas Goedert,TE,10.714463,10.0,1.255,1.255,True,False,TE,True,normal_sample,contract_matched,high,4.0,11.0,7.0,16.5,Positive value
2025,PHI,00-0036912,DeVonta Smith,WR,WR,0,0,0,0,0,0,77,1008,4,113,0.0,0.0,54.36954212163124,54.36954212163124,136.01954212163125,DeVonta Smith,WR,7.52451,12.591,1.17,1.17,True,False,WR,True,normal_sample,contract_matched,high,11.0,24.0,13.0,28.0,Strong bargain
2025,PHI,00-0035676,A.J. Brown,WR,WR,0,0,0,0,0,0,78,1003,7,121,0.0,0.0,33.68347278376969,33.68347278376969,124.3334727837697,A.J. Brown,WR,17.523497,30.0,1.17,1.17,True,False,WR,True,normal_sample,contract_matched,high,15.0,6.0,-9.0,64.5,Negative value
